Fund Name,Date,NAV
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-02-27,199.2736
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-02-28,199.1854
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-01,200.2618
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-05,202.314
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-06,203.317
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-07,203.8076
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-08,203.6639
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-11,205.7525
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-12,207.5375
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-13,208.4026
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-14,208.2248
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-15,209.1285
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-18,208.9226
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-19,209.4825
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-20,209.3036
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-22,208.3833
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-25,206.9124
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-26,208.5559
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-27,208.3388
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-28,209.9814
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-03-29,211.2364
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-01,212.2594
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-02,212.3646
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-03,211.3459
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-04,210.6007
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-05,211.5938
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-08,210.8366
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-09,211.7731
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-10,210.7429
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-11,210.982
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-12,211.6451
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-15,212.5308
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-16,213.8907
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-18,213.3655
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-22,211.5845
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-23,211.0211
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-24,212.6709
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-25,211.7137
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-26,213.0602
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-04-30,213.2822
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-02,213.0386
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-03,212.9028
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-06,211.6569
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-07,210.3072
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-08,208.2911
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-09,207.7596
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-10,207.886
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-13,206.3436
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-14,206.9394
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-15,206.7924
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-16,207.7871
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-17,209.7921
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-20,215.9371
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-21,214.2893
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-22,214.9108
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-23,214.1893
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-24,217.6386
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-27,219.1645
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-28,219.1357
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-29,217.6697
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-30,218.6506
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-05-31,218.7001
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-03,220.389
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-04,218.468
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-06,215.6673
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-07,216.0536
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-10,216.8602
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-11,218.011
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-12,217.3813
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-13,217.2014
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-14,215.8775
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-17,213.9602
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-18,214.255
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-19,213.7997
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-20,216.2853
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-21,215.267
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-24,215.425
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-25,216.4556
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-26,217.3371
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-27,217.677
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-06-28,217.2178
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-01,218.2072
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-02,218.7075
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-03,218.5723
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-04,218.7691
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-05,217.2351
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-08,214.0333
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-09,213.8521
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-10,213.0456
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-11,214.43
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-12,214.629
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-15,214.9097
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-16,215.9123
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-17,216.1389
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-18,214.6845
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-19,212.1757
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-22,210.9724
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-23,210.8293
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-24,209.6059
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-25,209.7862
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-26,210.5827
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-29,209.562
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-30,208.4626
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-07-31,209.4863
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-01,207.25
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-02,207.4242
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-05,205.3569
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-06,206.8196
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-07,205.8455
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-08,208.0438
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-09,209.1339
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-13,206.0005
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-14,206.8999
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-16,207.1747
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-19,207.0587
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-20,206.5747
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-21,205.1246
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-22,202.3701
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-23,203.3511
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-26,206.6558
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-27,207.5828
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-28,206.621
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-29,205.1642
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-08-30,206.2467
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-03,203.4322
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-04,204.0455
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-05,203.3853
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-06,204.5085
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-09,205.5997
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-11,206.0926
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-12,206.0085
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-13,207.1018
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-16,206.0084
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-17,203.1863
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-18,203.5777
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-19,201.6805
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-20,210.5069
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-23,215.1819
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-24,215.0872
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-25,212.188
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-26,214.1838
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-27,213.6352
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-09-30,212.9685
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-01,210.6351
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-03,209.9818
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-04,207.7117
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-07,206.7805
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-09,209.3043
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-10,207.6106
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-11,208.2055
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-14,208.787
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-15,210.0572
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-16,210.4359
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-17,211.8732
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-18,212.9885
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-22,212.6127
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-23,213.0153
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-24,211.983
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-25,212.4719
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-29,214.8297
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-30,215.7896
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-10-31,216.8793
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-01,216.9575
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-04,217.6152
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-05,217.7776
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-06,218.7687
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-07,219.2885
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-08,218.3069
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-11,218.5225
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-13,217.4718
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-14,218.5391
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-15,218.9648
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-18,218.5696
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-19,218.7363
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-20,219.1858
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-21,219.4102
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-22,218.5358
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-25,220.3905
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-26,220.1356
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-27,220.9547
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-28,221.655
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-11-29,220.3854
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-02,220.0371
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-03,219.6037
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-04,220.4702
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-05,220.0103
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-06,218.5735
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-09,218.1736
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-10,217.0875
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-11,217.3614
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-12,218.4427
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-13,219.8835
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-16,219.7175
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-17,220.8336
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-18,220.9573
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-19,221.3935
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-20,221.5502
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-23,220.9662
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-24,219.916
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-26,218.8141
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-27,220.3911
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-30,220.2211
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2019-12-31,219.1707
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-01,219.3217
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-02,220.9719
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-03,220.3143
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-06,217.1591
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-07,217.8469
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-08,217.9124
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-09,220.5921
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-10,221.2491
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-13,221.9191
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-14,222.0722
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-15,221.9689
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-16,222.6009
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-17,222.5761
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-20,221.2946
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-21,220.8552
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-22,220.455
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-23,221.8186
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-24,222.7072
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-27,221.3211
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-28,220.5198
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-29,220.9521
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-30,219.2525
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-01-31,219.0423
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-03,215.613
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-04,218.538
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-05,219.7016
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-06,220.145
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-07,219.8413
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-10,219.2802
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-11,219.4154
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-12,220.3057
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-13,220.1211
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-14,219.0814
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-17,218.0614
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-18,217.5673
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-19,218.9264
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-20,218.8937
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-24,216.1215
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-25,215.8097
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-26,214.8115
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-27,214.194
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-02-28,208.7938
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-02,207.8867
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-03,209.7277
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-04,208.5762
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-05,208.807
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-06,205.5337
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-09,198.0283
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-11,198.1685
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-12,186.0304
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-13,191.205
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-16,181.2141
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-17,177.3199
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-18,170.9978
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-19,168.1275
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-20,173.6059
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-23,158.1931
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-24,159.716
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-25,166.3792
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-26,171.1069
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-27,172.8737
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-30,167.1767
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-03-31,171.6986
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-01,167.6018
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-03,164.9105
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-07,173.2903
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-08,172.1691
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-09,176.7698
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-13,174.9093
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-15,174.3577
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-16,175.2822
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-17,179.784
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-20,180.3596
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-21,175.8589
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-22,178.9874
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-23,181.106
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-24,178.8475
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-27,179.9181
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-28,181.3715
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-29,183.7918
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-04-30,187.3889
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-04,179.5423
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-05,178.5035
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-06,179.2066
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-07,178.4376
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-08,179.1677
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-11,178.5778
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-12,177.5326
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-13,180.4043
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-14,177.4949
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-15,177.3066
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-18,173.0641
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-19,173.1183
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-20,175.2769
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-21,176.0971
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-22,175.51
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-26,175.6942
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-27,179.3955
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-28,181.7599
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-05-29,183.0479
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-01,186.7628
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-02,188.5074
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-03,189.8774
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-04,189.3299
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-05,191.4152
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-08,191.3139
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-09,189.722
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-10,190.8402
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-11,187.9886
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-12,189.1561
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-15,187.6081
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-16,189.0747
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-17,188.6305
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-18,191.7723
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-19,194.2697
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-22,194.7834
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-23,196.1387
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-24,193.8334
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-25,194.0157
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-26,195.3639
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-29,194.6583
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-06-30,194.7915
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-01,196.8325
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-02,198.4588
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-03,198.9854
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-06,201.3137
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-07,201.7497
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-08,200.6097
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-09,201.6513
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,2020-07-10,201.1038
