Fund name,Date,NAV
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-02-28,9.9962
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-01,10.0355
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-05,10.1114
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-06,10.1729
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-07,10.1764
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-08,10.1735
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-11,10.2401
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-12,10.3092
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-13,10.3282
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-14,10.3298
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-15,10.3762
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-18,10.4115
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-19,10.4675
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-20,10.4535
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-22,10.4296
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-25,10.3672
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-26,10.4518
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-27,10.4158
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-28,10.4914
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-03-29,10.5123
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-01,10.5459
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-02,10.5847
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-03,10.5448
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-04,10.504
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-05,10.545
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-08,10.5057
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-09,10.5518
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-10,10.4965
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-11,10.4961
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-12,10.5246
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-15,10.5354
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-16,10.598
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-18,10.5847
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-22,10.494
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-23,10.4998
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-24,10.5828
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-25,10.5236
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-26,10.5976
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-04-30,10.6138
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-02,10.5828
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-03,10.5769
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-06,10.4997
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-07,10.4289
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-08,10.3426
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-09,10.3118
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-10,10.3074
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-13,10.2474
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-14,10.2788
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-15,10.2816
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-16,10.3459
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-17,10.4329
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-20,10.6533
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-21,10.6104
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-22,10.6272
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-23,10.5723
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-24,10.6757
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-27,10.7155
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-28,10.7225
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-29,10.6799
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-30,10.7365
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-05-31,10.7194
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-03,10.8225
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-04,10.79
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-06,10.7054
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-07,10.7141
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-10,10.7475
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-11,10.7704
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-12,10.7401
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-13,10.7514
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-14,10.7061
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-17,10.6203
Groww Aggressive Hybrid Fund  - Regular Plan - Growth option,2019-06-18,10.6382
