Fund Name,Date,NAV
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-14,9.61
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-15,9.57
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-18,9.5
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-19,9.47
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-20,9.55
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-21,9.59
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-22,9.58
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-25,9.67
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-26,9.64
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-27,9.62
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-02-28,9.61
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-01,9.64
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-05,9.7
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-06,9.77
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-07,9.76
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-08,9.77
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-11,9.85
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-12,9.92
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-13,9.95
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-14,9.93
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-15,10.01
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-18,10.01
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-19,10.03
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-20,10.02
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-22,9.98
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-25,9.91
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-26,9.98
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-27,9.96
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-28,10.03
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-03-29,10.08
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-01,10.12
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-02,10.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-03,10.14
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-04,10.1
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-05,10.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-08,10.12
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-09,10.13
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-10,10.08
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-11,10.08
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-12,10.09
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-15,10.14
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-16,10.2
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-18,10.18
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-22,10.09
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-23,10.08
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-24,10.18
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-25,10.14
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-26,10.2
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-04-30,10.22
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-02,10.23
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-03,10.2
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-06,10.12
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-07,10.07
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-08,9.99
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-09,9.97
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-10,9.97
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-13,9.9
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-14,9.89
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-15,9.92
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-16,9.97
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-17,10.08
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-20,10.35
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-21,10.27
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-22,10.29
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-23,10.26
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-24,10.35
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-27,10.4
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-28,10.4
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-29,10.38
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-30,10.46
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-05-31,10.48
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-03,10.57
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-04,10.46
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-06,10.36
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-07,10.36
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-10,10.39
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-11,10.41
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-12,10.38
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-13,10.42
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-14,10.37
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-17,10.3
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-18,10.33
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-19,10.34
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-20,10.43
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-21,10.36
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-24,10.35
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-25,10.38
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-26,10.42
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-27,10.43
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-06-28,10.42
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-01,10.48
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-02,10.52
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-03,10.51
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-04,10.53
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-05,10.45
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-08,10.26
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-09,10.25
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-10,10.21
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-11,10.26
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-12,10.25
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-15,10.3
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-16,10.34
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-17,10.36
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-18,10.32
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-19,10.2
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-22,10.11
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-23,10.11
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-24,10.07
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-25,10.05
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-26,10.12
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-29,10.1
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-30,10.07
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-07-31,10.1
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-01,10.04
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-02,10.07
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-05,10
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-06,10.09
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-07,10.05
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-08,10.14
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-09,10.25
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-13,10.11
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-14,10.17
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-16,10.18
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-19,10.18
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-20,10.17
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-21,10.14
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-22,10.03
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-23,10.06
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-26,10.24
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-27,10.27
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-28,10.24
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-29,10.17
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-08-30,10.24
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-03,10.09
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-04,10.11
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-05,10.09
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-06,10.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-09,10.23
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-11,10.25
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-12,10.22
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-13,10.29
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-16,10.25
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-17,10.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-18,10.18
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-19,10.09
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-20,10.55
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-23,10.85
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-24,10.81
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-25,10.75
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-26,10.84
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-27,10.84
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-09-30,10.81
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-01,10.77
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-03,10.73
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-04,10.63
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-07,10.58
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-09,10.69
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-10,10.65
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-11,10.75
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-14,10.74
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-15,10.81
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-16,10.86
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-17,10.95
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-18,10.99
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-22,10.94
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-23,10.95
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-24,10.98
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-25,10.97
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-29,11.11
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-30,11.13
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-10-31,11.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-11-01,11.12
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-11-04,11.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-11-05,11.15
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-11-06,11.16
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-11-07,11.19
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,2019-11-08,11.12
